,gender,customer type,age,type of travel,class,flight distance,inflight wifi service,departure/arrival time convenient,ease of online booking,gate location,food and drink,online boarding,seat comfort,inflight entertainment,on-board service,leg room service,baggage handling,checkin service,inflight service,cleanliness,departure delay in minutes,arrival delay in minutes,satisfaction,customer_age
5604,Male,Loyal customer,45,Personal Travel,Eco,689,1,5,1,5,2,1,2,2,3,2,5,5,4,2,0,1,Neutral or dissatisfied,Middle Adults
5605,Male,Loyal customer,69,Business travel,Business,3227,4,3,2,2,1,4,4,4,4,4,4,4,4,2,3,0,Neutral or dissatisfied,Senior
5606,Female,Loyal customer,55,Business travel,Business,2639,1,1,1,1,4,5,5,5,5,5,5,5,5,4,0,0,Satisfied,Middle Adults
5607,Male,Loyal customer,51,Business travel,Business,1303,4,4,4,4,3,4,5,3,3,3,3,5,3,5,0,0,Satisfied,Middle Adults
5608,Female,Loyal customer,25,Business travel,Business,3996,4,3,3,3,4,4,4,4,1,3,3,2,4,4,0,0,Neutral or dissatisfied,Youth
5609,Male,Loyal customer,28,Personal Travel,Eco,130,2,5,2,3,4,2,4,4,4,4,4,5,4,4,0,0,Neutral or dissatisfied,Young Adults
5610,Female,Loyal customer,31,Business travel,Eco,473,4,3,3,3,4,4,4,4,3,2,2,1,4,4,0,0,Satisfied,Young Adults
5611,Female,Loyal customer,37,Business travel,Eco,493,5,3,2,2,5,5,5,5,3,5,1,2,4,5,0,0,Satisfied,Young Adults
5612,Female,Loyal customer,51,Business travel,Business,2059,4,4,4,4,3,3,5,3,3,4,3,5,3,5,0,9,Satisfied,Middle Adults
5613,Male,Loyal customer,57,Personal Travel,Eco,1042,2,5,2,1,5,2,2,5,2,1,3,2,4,5,37,50,Neutral or dissatisfied,Middle Adults
5614,Male,Disloyal customer,29,Business travel,Eco,646,3,3,3,3,1,3,1,1,4,1,3,3,3,1,56,52,Neutral or dissatisfied,Young Adults
5615,Female,Loyal customer,53,Business travel,Business,594,2,2,2,2,3,4,4,4,4,4,4,5,4,4,88,84,Satisfied,Middle Adults
5616,Male,Loyal customer,28,Business travel,Business,141,1,4,4,4,4,4,1,4,3,4,4,2,3,4,0,0,Neutral or dissatisfied,Young Adults
5617,Female,Disloyal customer,23,Business travel,Eco,226,2,2,2,2,5,2,5,5,3,4,2,3,3,5,0,0,Neutral or dissatisfied,Youth
5618,Male,Disloyal customer,61,Business travel,Eco,304,2,1,2,3,3,2,3,3,2,5,3,3,4,3,2,0,Neutral or dissatisfied,Senior
5619,Female,Disloyal customer,18,Business travel,Eco,570,5,4,5,3,2,5,1,2,3,2,4,5,4,2,1,1,Satisfied,Youth
5620,Male,Loyal customer,44,Personal Travel,Eco,955,2,5,2,5,2,2,2,2,4,2,5,4,4,2,0,0,Neutral or dissatisfied,Middle Adults
5621,Female,Loyal customer,44,Business travel,Business,2600,1,4,4,4,1,4,4,3,3,3,1,1,3,2,8,11,Neutral or dissatisfied,Middle Adults
5622,Male,Disloyal customer,19,Business travel,Eco,2615,5,5,5,1,1,5,1,1,4,5,4,4,5,1,0,0,Satisfied,Youth
5623,Female,Loyal customer,31,Business travel,Business,1705,4,4,4,4,4,4,4,4,5,5,4,4,5,4,21,31,Satisfied,Young Adults
5624,Male,Loyal customer,50,Business travel,Business,479,4,4,4,4,3,4,5,5,5,5,5,4,5,5,0,0,Satisfied,Middle Adults
5625,Female,Loyal customer,36,Business travel,Business,2330,2,4,4,4,2,2,2,2,2,2,2,2,2,3,2,0,Neutral or dissatisfied,Young Adults
5626,Female,Disloyal customer,30,Business travel,Eco,292,1,1,1,3,5,1,4,5,4,1,3,4,4,5,0,0,Neutral or dissatisfied,Young Adults
5627,Female,Disloyal customer,50,Business travel,Eco,526,4,2,4,3,5,4,5,5,4,2,2,2,3,5,1,0,Neutral or dissatisfied,Middle Adults
5628,Female,Disloyal customer,30,Business travel,Eco,255,2,4,2,4,3,2,3,3,1,2,4,4,4,3,3,0,Neutral or dissatisfied,Young Adults
5629,Female,Disloyal customer,20,Business travel,Eco,261,3,1,3,4,2,3,2,2,1,2,3,3,4,2,0,0,Neutral or dissatisfied,Youth
5630,Male,Loyal customer,14,Personal Travel,Eco,1027,2,4,2,3,3,2,3,3,5,4,4,3,5,3,0,0,Neutral or dissatisfied,Youth
5631,Female,Loyal customer,50,Business travel,Business,3359,1,1,1,1,4,5,5,2,2,2,2,3,2,5,0,0,Satisfied,Middle Adults
5632,Female,Loyal customer,49,Business travel,Eco,1062,3,2,2,2,2,3,3,3,3,3,3,4,3,2,48,34,Neutral or dissatisfied,Middle Adults
5633,Male,Loyal customer,39,Business travel,Business,1726,5,5,1,5,3,4,4,5,5,5,5,4,5,4,4,0,Satisfied,Young Adults
5634,Male,Loyal customer,25,Business travel,Business,1993,1,1,1,1,5,5,5,5,5,4,4,3,5,5,9,1,Satisfied,Youth
5635,Male,Disloyal customer,21,Business travel,Eco,83,2,2,2,2,4,2,4,4,1,3,2,1,1,4,8,5,Neutral or dissatisfied,Youth
5636,Female,Disloyal customer,27,Business travel,Eco,935,3,3,3,4,5,3,4,5,3,4,4,1,3,5,7,0,Neutral or dissatisfied,Young Adults
5637,Female,Loyal customer,43,Business travel,Eco,1072,2,2,2,2,5,3,4,2,2,2,2,3,2,1,0,3,Neutral or dissatisfied,Middle Adults
5638,Male,Loyal customer,41,Business travel,Eco,1428,4,2,2,2,4,4,4,4,4,3,1,4,4,4,0,0,Satisfied,Middle Adults
5639,Female,Loyal customer,33,Business travel,Eco,192,4,2,2,2,4,4,4,1,5,5,5,4,5,4,293,306,Satisfied,Young Adults
5640,Female,Loyal customer,58,Business travel,Business,2422,5,5,5,5,5,5,5,4,3,4,5,5,4,5,0,2,Satisfied,Middle Adults
5641,Male,Loyal customer,40,Business travel,Business,2679,1,1,1,1,5,4,5,4,4,4,4,5,4,3,0,4,Satisfied,Young Adults
5642,Male,Loyal customer,38,Business travel,Business,868,4,2,2,2,2,3,4,4,4,4,4,3,4,1,0,0,Neutral or dissatisfied,Young Adults
5643,Male,Loyal customer,56,Personal Travel,Eco,1670,3,1,3,2,1,3,1,1,3,1,3,1,2,1,3,22,Neutral or dissatisfied,Middle Adults
5644,Female,Disloyal customer,25,Business travel,Eco Plus,701,4,3,4,3,2,4,2,2,1,1,3,4,3,2,0,0,Satisfied,Youth
5645,Male,Loyal customer,20,Personal Travel,Eco Plus,1067,2,4,2,2,3,2,3,3,3,3,4,4,4,3,0,1,Neutral or dissatisfied,Youth
5646,Male,Loyal customer,49,Personal Travel,Eco,1290,3,4,3,2,4,3,4,4,3,5,4,4,5,4,0,0,Neutral or dissatisfied,Middle Adults
5647,Female,Loyal customer,58,Business travel,Business,2609,3,4,4,4,2,4,3,3,3,3,3,3,3,1,0,0,Neutral or dissatisfied,Middle Adults
5648,Female,Loyal customer,44,Business travel,Eco,612,2,5,5,5,2,4,4,2,2,2,2,1,2,2,0,0,Neutral or dissatisfied,Middle Adults
5649,Female,Loyal customer,12,Personal Travel,Business,337,3,4,3,1,5,3,5,5,4,3,4,4,5,5,0,0,Neutral or dissatisfied,Youth
5650,Male,Loyal customer,60,Business travel,Business,3737,3,3,3,3,5,5,4,4,4,4,4,3,4,4,12,1,Satisfied,Middle Adults
5651,Female,Disloyal customer,29,Business travel,Business,507,5,5,5,2,3,5,1,3,4,2,5,3,4,3,0,0,Satisfied,Young Adults
5652,Female,Loyal customer,57,Business travel,Business,3114,3,3,3,3,4,4,4,5,5,5,5,5,5,5,2,0,Satisfied,Middle Adults
5653,Male,Loyal customer,61,Business travel,Business,3045,3,3,3,3,4,3,1,5,5,5,5,3,5,4,0,0,Satisfied,Senior
5654,Female,Loyal customer,11,Personal Travel,Eco,287,1,5,5,2,1,5,1,1,3,4,5,5,4,1,30,15,Neutral or dissatisfied,Youth
5655,Female,Loyal customer,43,Business travel,Business,1310,1,1,1,1,3,4,4,4,4,4,4,4,4,5,0,0,Satisfied,Middle Adults
5656,Female,Loyal customer,31,Business travel,Business,2342,1,1,1,1,5,5,5,5,3,3,2,3,3,5,85,97,Satisfied,Young Adults
5657,Male,Loyal customer,25,Personal Travel,Eco,466,0,4,0,2,2,0,2,2,5,3,4,5,5,2,0,0,Satisfied,Youth
5658,Male,Loyal customer,40,Business travel,Eco,783,5,4,4,4,5,5,5,5,5,5,3,2,5,5,26,6,Satisfied,Young Adults
5659,Male,Loyal customer,38,Personal Travel,Eco,139,3,5,3,4,5,3,3,5,5,5,4,5,5,5,0,0,Neutral or dissatisfied,Young Adults
5660,Female,Disloyal customer,22,Business travel,Eco,236,1,4,1,2,2,1,2,2,5,2,5,3,5,2,0,0,Neutral or dissatisfied,Youth
5661,Female,Loyal customer,25,Personal Travel,Eco,591,3,4,3,2,2,3,2,2,5,5,4,5,5,2,19,14,Neutral or dissatisfied,Youth
5662,Female,Loyal customer,51,Business travel,Eco,1195,2,5,4,4,4,4,4,2,2,2,2,2,2,1,75,85,Neutral or dissatisfied,Middle Adults
5663,Male,Loyal customer,43,Personal Travel,Eco,304,2,5,2,5,5,2,1,5,3,3,5,5,5,5,0,0,Neutral or dissatisfied,Middle Adults
5664,Female,Loyal customer,49,Business travel,Business,189,0,4,0,3,2,4,5,4,4,4,4,4,4,5,0,0,Satisfied,Middle Adults
5665,Male,Loyal customer,19,Personal Travel,Business,726,2,1,2,4,5,2,5,5,4,2,3,2,3,5,0,0,Neutral or dissatisfied,Youth
5666,Male,Loyal customer,50,Business travel,Business,2168,1,3,3,3,2,4,4,2,2,2,1,4,2,2,0,7,Neutral or dissatisfied,Middle Adults
5667,Female,Loyal customer,42,Business travel,Business,2433,1,1,1,1,2,5,5,5,5,5,5,4,5,3,0,0,Satisfied,Middle Adults
5668,Male,Loyal customer,35,Personal Travel,Eco Plus,644,4,5,4,4,1,4,1,1,5,2,4,3,4,1,0,0,Neutral or dissatisfied,Young Adults
5669,Female,Loyal customer,46,Business travel,Business,2826,2,5,2,2,4,5,5,5,5,4,5,4,5,5,0,6,Satisfied,Middle Adults
5670,Male,Disloyal customer,27,Business travel,Business,404,0,0,0,2,5,0,3,5,4,2,4,4,5,5,62,53,Satisfied,Young Adults
5671,Male,Disloyal customer,25,Business travel,Eco,680,4,4,4,3,4,4,4,4,2,1,2,2,3,4,0,8,Satisfied,Youth
5672,Female,Disloyal customer,36,Business travel,Business,731,3,3,3,1,5,3,5,5,4,5,5,5,4,5,9,4,Neutral or dissatisfied,Young Adults
5673,Male,Loyal customer,47,Business travel,Business,2422,4,5,4,4,4,5,4,5,5,5,5,4,5,5,0,0,Satisfied,Middle Adults
5674,Female,Loyal customer,45,Business travel,Business,2422,0,5,0,4,2,4,4,5,5,3,3,5,5,4,14,13,Satisfied,Middle Adults
5675,Male,Disloyal customer,37,Business travel,Business,1608,3,3,3,5,4,3,4,4,3,5,5,5,4,4,0,0,Neutral or dissatisfied,Young Adults
5676,Female,Loyal customer,45,Business travel,Business,2565,4,4,5,4,4,2,3,4,4,4,4,1,4,1,86,73,Neutral or dissatisfied,Middle Adults
5677,Male,Loyal customer,53,Business travel,Business,3904,3,3,3,3,2,4,4,5,5,5,4,5,5,4,0,2,Satisfied,Middle Adults
5678,Male,Loyal customer,42,Business travel,Business,304,2,2,2,2,2,5,5,5,5,5,5,5,5,4,0,0,Satisfied,Middle Adults
5679,Male,Loyal customer,19,Personal Travel,Eco,449,2,4,2,3,1,2,1,1,5,3,4,4,4,1,4,39,Neutral or dissatisfied,Youth
5680,Female,Disloyal customer,33,Business travel,Eco,399,2,1,2,3,4,2,4,4,1,5,3,2,3,4,0,5,Neutral or dissatisfied,Young Adults
5681,Male,Loyal customer,55,Business travel,Business,2926,3,5,5,5,3,3,4,1,1,1,3,3,1,3,1,0,Neutral or dissatisfied,Middle Adults
5682,Male,Loyal customer,59,Personal Travel,Eco,1068,4,1,4,3,1,4,1,1,3,4,4,2,4,1,5,0,Neutral or dissatisfied,Middle Adults
5683,Male,Loyal customer,41,Business travel,Eco,84,1,5,5,5,1,1,1,1,1,3,2,1,3,1,149,133,Neutral or dissatisfied,Middle Adults
5684,Male,Loyal customer,57,Business travel,Business,1722,4,4,4,4,4,5,4,5,5,5,5,3,5,3,18,0,Satisfied,Middle Adults
5685,Male,Loyal customer,60,Business travel,Business,2303,1,1,1,1,2,2,2,3,5,4,4,2,5,2,298,292,Satisfied,Middle Adults
5686,Female,Loyal customer,46,Business travel,Business,236,3,3,3,3,4,4,4,4,4,4,4,4,4,5,33,44,Satisfied,Middle Adults
5687,Female,Disloyal customer,14,Business travel,Eco,846,3,3,3,3,4,3,4,4,2,5,4,2,3,4,21,12,Neutral or dissatisfied,Youth
5688,Female,Loyal customer,48,Business travel,Business,722,1,1,1,1,5,4,5,2,2,2,2,3,2,4,0,0,Satisfied,Middle Adults
5689,Female,Loyal customer,43,Business travel,Eco,370,2,2,2,2,1,3,3,3,3,2,3,2,3,4,10,15,Neutral or dissatisfied,Middle Adults
5690,Male,Loyal customer,50,Business travel,Business,1616,5,5,5,5,5,5,4,3,3,3,3,3,3,4,0,0,Satisfied,Middle Adults
5691,Male,Loyal customer,32,Business travel,Business,2072,2,1,1,1,2,3,2,2,1,1,4,2,3,2,0,0,Neutral or dissatisfied,Young Adults
5692,Female,Loyal customer,50,Personal Travel,Eco,577,2,4,2,3,2,4,4,2,2,2,2,4,2,3,0,0,Neutral or dissatisfied,Middle Adults
5693,Male,Loyal customer,34,Personal Travel,Business,563,3,5,3,1,2,4,4,2,2,3,2,3,2,4,0,6,Neutral or dissatisfied,Young Adults
5694,Male,Loyal customer,40,Business travel,Business,1791,1,1,1,1,5,5,5,5,5,5,5,4,5,3,0,0,Satisfied,Young Adults
5695,Female,Loyal customer,50,Business travel,Business,692,4,5,5,5,4,4,4,4,4,4,4,3,4,4,0,0,Neutral or dissatisfied,Middle Adults
5696,Male,Loyal customer,32,Personal Travel,Eco,2367,1,1,2,3,3,2,3,3,2,5,4,2,3,3,0,0,Neutral or dissatisfied,Young Adults
5697,Female,Loyal customer,44,Business travel,Business,361,3,1,3,3,2,4,5,5,5,5,5,4,5,4,0,0,Satisfied,Middle Adults
5698,Female,Loyal customer,33,Business travel,Eco Plus,67,5,3,3,3,5,5,5,5,5,5,3,4,5,5,42,41,Satisfied,Young Adults
5699,Female,Loyal customer,59,Business travel,Business,677,2,2,5,2,4,4,4,4,4,4,4,3,4,5,0,0,Satisfied,Middle Adults
5700,Female,Loyal customer,37,Business travel,Business,2242,3,2,2,2,3,3,3,3,3,3,3,2,3,1,1,0,Neutral or dissatisfied,Young Adults
5701,Male,Loyal customer,40,Business travel,Business,2615,4,4,4,4,5,5,5,3,3,5,5,5,4,5,0,0,Satisfied,Young Adults
5702,Female,Loyal customer,39,Business travel,Business,1249,3,3,3,3,3,5,5,4,4,4,4,3,4,4,0,0,Satisfied,Young Adults
5703,Male,Loyal customer,45,Business travel,Business,600,4,4,4,4,4,4,4,5,5,5,5,3,5,3,0,3,Satisfied,Middle Adults
5704,Male,Loyal customer,42,Business travel,Eco Plus,1216,4,4,4,4,4,4,4,4,2,4,5,3,1,4,0,1,Satisfied,Middle Adults
5705,Male,Disloyal customer,29,Business travel,Eco,508,2,3,2,4,2,3,3,2,4,4,4,3,3,3,213,197,Neutral or dissatisfied,Young Adults
5706,Male,Loyal customer,31,Business travel,Eco,329,3,5,5,5,3,3,3,3,4,5,4,2,4,3,0,0,Neutral or dissatisfied,Young Adults
5707,Male,Loyal customer,53,Business travel,Eco,461,4,2,2,2,4,4,4,4,1,5,4,2,5,4,0,0,Satisfied,Middle Adults
5708,Female,Loyal customer,41,Business travel,Business,1934,5,5,1,5,5,3,3,4,4,4,5,1,4,4,41,25,Satisfied,Middle Adults
5709,Female,Loyal customer,57,Business travel,Business,925,5,5,5,5,4,5,5,4,4,4,4,5,4,3,0,0,Satisfied,Middle Adults
5710,Male,Loyal customer,14,Personal Travel,Eco,857,2,4,2,3,5,2,5,5,2,1,5,5,2,5,1,0,Neutral or dissatisfied,Youth
5711,Female,Loyal customer,44,Business travel,Eco,165,4,2,4,4,5,5,5,4,4,4,4,4,4,2,6,0,Satisfied,Middle Adults
5712,Male,Loyal customer,36,Personal Travel,Eco,1216,3,1,3,3,5,3,5,5,1,5,4,4,4,5,21,0,Neutral or dissatisfied,Young Adults
5713,Male,Loyal customer,23,Personal Travel,Eco,323,3,5,3,3,4,3,4,4,3,5,2,1,5,4,0,0,Neutral or dissatisfied,Youth
5714,Male,Loyal customer,68,Personal Travel,Business,1546,2,5,2,3,4,5,5,2,2,2,2,4,2,4,0,9,Neutral or dissatisfied,Senior
5715,Female,Disloyal customer,30,Business travel,Eco Plus,651,1,1,1,3,4,1,4,4,2,4,4,2,4,4,33,16,Neutral or dissatisfied,Young Adults
5716,Male,Disloyal customer,40,Business travel,Eco,925,3,3,3,4,5,3,5,5,4,2,4,1,4,5,23,22,Neutral or dissatisfied,Young Adults
5717,Female,Disloyal customer,36,Business travel,Business,862,3,3,3,2,5,3,5,5,5,5,4,3,4,5,56,52,Neutral or dissatisfied,Young Adults
5718,Female,Loyal customer,38,Business travel,Business,2831,2,2,2,2,5,4,4,4,4,4,4,3,4,2,3,5,Satisfied,Young Adults
5719,Male,Disloyal customer,24,Business travel,Eco,587,5,0,5,1,2,5,2,2,5,3,5,3,5,2,46,46,Satisfied,Youth
5720,Female,Loyal customer,43,Business travel,Business,3484,3,3,3,3,1,2,4,3,3,4,3,5,3,2,3,6,Satisfied,Middle Adults
5721,Male,Loyal customer,60,Personal Travel,Eco,101,0,4,0,5,2,0,2,2,4,2,4,5,5,2,0,0,Satisfied,Middle Adults
5722,Female,Loyal customer,57,Business travel,Business,2227,2,2,1,2,4,4,4,5,4,4,5,4,3,4,184,167,Satisfied,Middle Adults
5723,Male,Loyal customer,65,Business travel,Business,1974,5,5,5,5,3,3,5,5,5,5,5,3,5,4,0,0,Satisfied,Senior
5724,Female,Loyal customer,59,Business travel,Business,802,3,3,3,3,5,4,4,5,5,5,5,5,5,4,0,0,Satisfied,Middle Adults
5725,Male,Loyal customer,30,Personal Travel,Eco Plus,602,3,3,3,2,5,3,5,5,4,4,5,5,5,5,27,21,Neutral or dissatisfied,Young Adults
5726,Female,Loyal customer,44,Business travel,Business,3798,1,1,1,1,5,4,4,5,5,5,5,3,5,4,0,0,Satisfied,Middle Adults
5727,Male,Loyal customer,11,Personal Travel,Eco,978,2,4,3,1,5,3,1,5,4,3,4,5,4,5,0,0,Neutral or dissatisfied,Youth
5728,Female,Loyal customer,44,Personal Travel,Eco,936,1,5,1,2,4,4,5,3,3,1,3,4,3,3,0,0,Neutral or dissatisfied,Middle Adults
5729,Male,Disloyal customer,28,Business travel,Eco,501,2,0,2,3,1,2,1,1,5,5,5,1,4,1,0,0,Neutral or dissatisfied,Young Adults
5730,Female,Loyal customer,35,Business travel,Business,2677,3,3,3,3,5,4,3,5,5,5,5,1,5,5,0,0,Satisfied,Young Adults
5731,Male,Loyal customer,59,Business travel,Business,1676,2,1,1,1,2,3,4,2,2,3,2,4,2,4,0,0,Neutral or dissatisfied,Middle Adults
5732,Male,Loyal customer,33,Personal Travel,Eco,2139,5,4,5,5,4,5,4,4,5,2,4,3,5,4,0,0,Satisfied,Young Adults
5733,Male,Disloyal customer,24,Business travel,Business,910,4,2,4,2,4,4,2,4,4,5,4,4,4,4,0,19,Satisfied,Youth
5734,Male,Disloyal customer,23,Business travel,Eco,2475,3,3,3,4,3,4,4,2,1,4,4,4,1,4,312,312,Neutral or dissatisfied,Youth
5735,Female,Disloyal customer,32,Business travel,Eco,748,4,4,4,1,2,4,2,2,5,4,3,3,3,2,0,0,Neutral or dissatisfied,Young Adults
5736,Male,Loyal customer,12,Business travel,Eco,1476,5,2,2,2,5,5,5,5,2,4,3,4,3,5,0,0,Satisfied,Youth
5737,Male,Loyal customer,34,Personal Travel,Eco,1009,4,3,4,2,3,4,3,3,1,1,3,3,3,3,0,0,Neutral or dissatisfied,Young Adults
5738,Male,Disloyal customer,41,Business travel,Business,1147,5,5,5,3,4,5,4,4,5,3,4,5,5,4,7,6,Satisfied,Middle Adults
5739,Female,Loyal customer,50,Business travel,Business,1521,2,5,5,5,4,2,3,2,2,2,2,2,2,4,17,0,Neutral or dissatisfied,Middle Adults
5740,Female,Loyal customer,41,Business travel,Business,2199,3,5,3,5,4,2,2,3,3,3,3,1,3,4,0,0,Neutral or dissatisfied,Middle Adults
5741,Female,Loyal customer,60,Personal Travel,Eco,1142,1,5,1,2,3,3,5,2,2,1,3,1,2,2,0,0,Neutral or dissatisfied,Middle Adults
5742,Female,Disloyal customer,32,Business travel,Business,695,4,4,4,3,5,4,5,5,1,5,4,3,3,5,34,30,Neutral or dissatisfied,Young Adults
5743,Male,Loyal customer,21,Personal Travel,Eco,1129,1,4,1,3,1,1,1,1,5,3,5,5,5,1,0,0,Neutral or dissatisfied,Youth
5744,Male,Loyal customer,28,Business travel,Eco,2917,2,2,2,2,2,2,2,2,5,4,4,2,1,2,1,44,Neutral or dissatisfied,Young Adults
5745,Female,Loyal customer,46,Personal Travel,Eco Plus,300,1,4,1,4,3,4,3,4,4,1,4,4,4,1,4,0,Neutral or dissatisfied,Middle Adults
5746,Female,Loyal customer,32,Business travel,Business,3212,1,2,2,2,1,1,1,1,1,5,3,4,3,1,0,0,Neutral or dissatisfied,Young Adults
5747,Female,Loyal customer,31,Personal Travel,Eco,563,0,5,0,3,4,0,4,4,5,2,4,3,5,4,0,17,Satisfied,Young Adults
5748,Female,Loyal customer,65,Business travel,Eco,1449,1,5,5,5,4,3,4,2,2,1,2,4,2,4,0,0,Neutral or dissatisfied,Senior
5749,Female,Loyal customer,40,Personal Travel,Eco,500,2,4,2,2,5,2,5,5,4,4,5,5,5,5,0,0,Neutral or dissatisfied,Young Adults
5750,Female,Loyal customer,56,Business travel,Business,2148,4,4,5,4,2,5,5,3,3,4,3,5,3,5,0,0,Satisfied,Middle Adults
5751,Male,Loyal customer,37,Business travel,Business,2974,3,3,3,3,1,2,1,4,4,4,4,3,4,4,0,0,Satisfied,Young Adults
5752,Male,Loyal customer,38,Business travel,Business,1994,0,5,0,3,4,5,4,1,1,1,1,4,1,4,1,0,Satisfied,Young Adults
5753,Female,Loyal customer,55,Business travel,Business,2985,2,2,2,2,4,4,4,5,5,5,5,4,5,4,36,31,Satisfied,Middle Adults
5754,Male,Loyal customer,33,Business travel,Eco,986,1,2,2,2,1,1,1,1,4,5,3,3,4,1,0,0,Neutral or dissatisfied,Young Adults
5755,Female,Loyal customer,10,Personal Travel,Eco,550,3,4,3,3,1,3,1,1,4,5,4,2,4,1,24,17,Neutral or dissatisfied,Youth
5756,Female,Loyal customer,35,Personal Travel,Eco Plus,187,1,4,0,3,3,0,3,3,5,3,5,4,5,3,0,3,Neutral or dissatisfied,Young Adults
5757,Male,Disloyal customer,21,Business travel,Eco,253,3,3,3,4,4,3,5,4,3,2,3,3,4,4,0,0,Neutral or dissatisfied,Youth
5758,Female,Loyal customer,53,Business travel,Business,2297,1,4,2,4,2,4,3,1,1,1,1,4,1,1,0,13,Neutral or dissatisfied,Middle Adults
5759,Female,Loyal customer,22,Business travel,Business,692,2,2,2,2,5,5,5,5,3,2,2,2,4,5,0,26,Satisfied,Youth
5760,Male,Loyal customer,11,Personal Travel,Eco Plus,509,3,4,3,5,5,3,5,5,4,5,5,4,4,5,0,0,Neutral or dissatisfied,Youth
5761,Male,Loyal customer,21,Personal Travel,Eco,227,4,4,0,3,3,0,3,3,3,3,4,5,4,3,0,0,Neutral or dissatisfied,Youth
5762,Male,Disloyal customer,9,Business travel,Eco,1747,3,3,3,4,1,3,1,1,3,4,4,1,3,1,8,0,Neutral or dissatisfied,Youth
5763,Female,Loyal customer,38,Personal Travel,Eco,1389,2,4,1,3,3,1,3,3,3,2,5,3,5,3,0,0,Neutral or dissatisfied,Young Adults
5764,Female,Loyal customer,55,Personal Travel,Eco,1506,2,5,2,5,3,4,5,3,3,2,3,5,3,3,8,15,Neutral or dissatisfied,Middle Adults
5765,Female,Loyal customer,30,Business travel,Business,2378,3,3,2,3,5,5,5,3,2,4,1,5,2,5,0,0,Satisfied,Young Adults
5766,Male,Disloyal customer,26,Business travel,Business,874,3,3,3,3,3,3,5,3,3,5,5,5,4,3,0,0,Neutral or dissatisfied,Young Adults
5767,Male,Disloyal customer,22,Business travel,Eco,192,2,3,2,1,4,2,5,4,5,4,5,4,5,4,0,6,Neutral or dissatisfied,Youth
5768,Male,Loyal customer,11,Personal Travel,Eco,137,1,4,0,3,2,0,2,2,1,2,2,4,2,2,0,0,Neutral or dissatisfied,Youth
5769,Female,Loyal customer,62,Personal Travel,Eco,315,4,5,3,2,3,5,5,2,2,3,2,5,2,5,15,24,Neutral or dissatisfied,Senior
5770,Male,Loyal customer,25,Business travel,Business,821,5,5,5,5,2,2,2,2,4,2,4,3,5,2,16,15,Satisfied,Youth
5771,Male,Disloyal customer,22,Business travel,Eco,2586,4,4,4,1,4,5,5,3,5,5,4,5,3,5,177,225,Satisfied,Youth
5772,Female,Loyal customer,39,Business travel,Eco,814,5,1,1,1,5,5,5,3,4,5,1,5,2,5,396,381,Satisfied,Young Adults
5773,Male,Loyal customer,43,Personal Travel,Eco,802,0,4,0,3,2,0,4,2,4,5,3,3,4,2,0,0,Satisfied,Middle Adults
5774,Male,Disloyal customer,31,Business travel,Eco,1744,2,2,2,2,2,2,2,4,3,2,3,2,4,2,148,143,Neutral or dissatisfied,Young Adults
5775,Female,Loyal customer,41,Business travel,Business,929,2,2,2,2,2,5,5,4,4,4,4,5,4,5,0,0,Satisfied,Middle Adults
5776,Female,Loyal customer,52,Business travel,Eco,1558,4,3,3,3,1,4,4,4,4,4,4,2,4,1,0,0,Neutral or dissatisfied,Middle Adults
5777,Female,Loyal customer,44,Business travel,Business,2014,0,0,0,4,2,5,4,5,5,5,5,4,5,4,0,0,Satisfied,Middle Adults
5778,Female,Disloyal customer,22,Business travel,Eco,296,3,4,4,4,4,4,4,4,4,4,3,3,4,4,63,71,Neutral or dissatisfied,Youth
5779,Female,Loyal customer,27,Business travel,Business,954,1,1,1,1,4,4,4,4,4,5,4,2,5,4,0,0,Satisfied,Young Adults
5780,Male,Loyal customer,30,Business travel,Business,2475,2,3,3,3,2,2,2,2,4,1,3,4,4,2,40,35,Neutral or dissatisfied,Young Adults
5781,Male,Loyal customer,63,Personal Travel,Eco,2475,1,1,2,3,3,2,3,3,4,2,4,2,3,3,20,0,Neutral or dissatisfied,Senior
5782,Female,Loyal customer,34,Business travel,Business,719,1,2,2,2,2,3,4,1,1,1,1,3,1,3,0,1,Neutral or dissatisfied,Young Adults
5783,Female,Loyal customer,41,Business travel,Business,2729,2,2,2,2,3,4,4,2,2,2,2,1,2,2,0,0,Neutral or dissatisfied,Middle Adults
5784,Female,Disloyal customer,25,Business travel,Eco,933,2,2,2,2,4,2,4,4,3,2,2,3,2,4,0,0,Neutral or dissatisfied,Youth
5785,Female,Loyal customer,15,Personal Travel,Eco,622,3,5,4,3,5,4,5,5,4,5,5,4,4,5,0,0,Neutral or dissatisfied,Youth
5786,Male,Loyal customer,31,Business travel,Business,597,1,1,1,1,3,3,3,3,4,2,5,5,4,3,10,2,Satisfied,Young Adults
5787,Male,Disloyal customer,38,Business travel,Eco,1024,2,2,2,3,4,2,4,4,3,3,5,3,5,4,23,19,Neutral or dissatisfied,Young Adults
5788,Male,Disloyal customer,25,Business travel,Business,251,2,0,2,3,2,2,2,2,4,2,4,5,4,2,3,0,Neutral or dissatisfied,Youth
5789,Female,Loyal customer,23,Personal Travel,Eco,227,2,4,0,3,1,0,1,1,4,2,4,4,4,1,9,16,Neutral or dissatisfied,Youth
